Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,Currency,EURO Price,Country,City
19900,Cabin Boat,Smartliner power boats,"Used boat,Unleaded",2017,5.7,2.25,GRP,159,EUR,19900,Germany, Niedersachsen 
19900,Motor Yacht,Doerak Sneek power boats,"Used boat,Diesel",1969,8.5,3.1,Steel,157,EUR,19900,Belgium , Gent 
20499,Pilothouse,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,5.75,2.54,GRP,153,EUR,20499,Germany, Kieler Bucht mit Fehmarn 
20490,Sport Boat,Sting power boats,new boat from stock,2018,6.08,2.37,GRP,115,EUR,20490,Germany, Nordrhein-Westfalen 
22110,Center console boat,Sting power boats,new boat from stock,2020,5.3,2.15,GRP,118,CHF,22331.1,Switzerland, VierwaldstÃ¤ttersee 
22000,Sport Boat,Scand power boats,"Used boat,Unleaded",1989,8.5,3,GRP,537,CHF,22220,Switzerland, Bielersee
22000,Pontoon Boat,Airon Marine power boats,"Used boat,Unleaded",1992,7.63,2.5,GRP,176,CHF,22220,Switzerland, Luganersee 
22000,Bowrider,Cranchi power boats,Used boat,1993,7.6,2.47,GRP,415,CHF,22220,Switzerland, Luganersee 
22000,Cabin Boat,Saga power boats,"Used boat,Diesel",1978,8.12,2.75,GRP,593,CHF,22220,Switzerland, Bielersee 
22000,Hardtop,Finnmaster power boats,"Used boat,Unleaded",2001,6.01,2.3,GRP,527,CHF,22220,Switzerland, Rhein 
22000,Sport Boat,Draco power boats,"Used boat,Unleaded",1993,6.77,2.28,GRP,265,CHF,22220,Switzerland, Bielersee 
22000,Pilothouse,Sessa power boats,"Used boat,Unleaded",2006,6.5,2.43,GRP,466,CHF,22220,Switzerland, VierwaldstÃ¤ttersee 
21396,Pilothouse,Jeanneau power boats,"new boat on order,Unleaded",2020,5.64,2.45,GRP,73,EUR,21396,Germany, BÃ¶nningstedt / Werft
23000,Pilothouse,Atlantic Marine power boats,new boat from stock,2019,6.6,2.47,GRP,394,CHF,23230,Switzerland, Walensee 
23000,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",1992,7,2.43,GRP,863,CHF,23230,Switzerland, Lake Geneva 
23000,Sport Boat,Galia power boats,"Used boat,Unleaded",2020,4.75,1.9,GRP,235,CHF,23230,Switzerland, VierwaldstÃ¤ttersee 
22900,Sport Boat,Capelli power boats,"Used boat,Unleaded",2016,5.01,2.28,Hypalon,135,CHF,23129,Switzerland, Bouveret
22900,Sport Boat,Rio Iberica power boats,"Used boat,Unleaded",2004,5.5,2.05,GRP,457,CHF,23129,Switzerland, VierwaldstÃ¤ttersee 
21090,Sport Boat,Yamarin power boats,new boat from stock,2019,5.67,2.25,GRP,135,EUR,21090,Germany, auf Anfrage
21000,Sport Boat,Intermare power boats,"Used boat,Diesel",1991,6.45,2.4,GRP,49,EUR,21000,Italy, Toscana 
21000,Bowrider,Cobalt power boats,"Used boat,Unleaded",1996,6.35,2.54,GRP,97,EUR,21000,Italy," Lombardy, Soiano del Lago"
21000,Cabin Boat,Monterey power boats,"Used boat,Unleaded",1997,8,2.59,GRP,241,EUR,21000,Italy, Lombardia - Trentino Alto Adige 
21000,Sport Boat,Azimut power boats,"Used boat,Diesel",1989,9.23,3.18,PVC,190,EUR,21000,France," La Seyne-sur-Mer, France"
21000,Cabin Boat,Kelt power boats,Used boat,1992,8.8,2.98,GRP,146,EUR,21000,Netherlands, In verkoophaven
22000,Water ski,Correct Craft power boats,"Used boat,Unleaded",2007,6,2.33,GRP,141,EUR,22000,Germany, HANN. MÃNDEN
22000,Flybridge,Riva power boats,"Used boat,Diesel",1978,10.45,3.43,GRP,352,EUR,22000,Italy, Liguria 
22000,Motor Yacht,Cytra power boats,"Used boat,Diesel",1979,9.5,3.2,GRP,190,EUR,22000,Germany, Schwerin
22000,Center console boat,Crownline power boats,"Used boat,Unleaded",1996,7.5,2.59,GRP,111,EUR,22000,Italy, Toscana 
22000,Sport Boat,Ilver power boats,"Used boat,Unleaded",1989,7,2.48,GRP,100,EUR,22000,Italy, Lombardia
22000,Motor Yacht,Tullio Abbate power boats,Unleaded,1991,10.8,2.5,GRP,373,EUR,22000,Germany, Konstanz
22880,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.47,2.29,GRP,86,EUR,22880,Germany, Niedersachsen 
22850,Deck Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,5.65,2.2,GRP,140,EUR,22850,Germany, MÃhlhausen - Ehingen
22800,Deck Boat,Yamarin power boats,new boat from stock,2020,5.28,2.09,Aluminium,114,EUR,22800,Germany, Nordrhein-Westfalen 
22772,Pontoon Boat,Sunchaser power boats,"new boat from stock,Unleaded",2018,5.18,2.29,Aluminium,87,EUR,22772,Portugal," Parchal, Portugal"
22765,Pilothouse,Jeanneau power boats,new boat on order,2020,5.79,2.46,GRP,49,EUR,22765,Germany, BÃ¶nningstedt
22700,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2003,7.15,2.51,PVC,110,EUR,22700,France," PORT OLONA, LA GRANDE MOTTE"
24500,Offshore Boat,Baja power boats,"Used boat,Unleaded",1988,7.28,2.54,GRP,422,CHF,24745,Switzerland, Lake Geneva 
24500,Classic,Chris Craft power boats,"Used boat,Unleaded",1976,9.3,3.4,GRP,417,CHF,24745,Switzerland, Rhein 
24500,"Cabin Boat,Sport Boat,Wakeboard/Wakesurf",Galeon power boats,"Used boat,Unleaded",2015,6.19,2.48,GRP,867,CHF,24745,Switzerland, Neuenburgersee 
22520,Deck Boat,Yamarin power boats,new boat from stock,2020,6.25,2.3,GRP,107,EUR,22520,Germany, auf Anfrage
23640,Bowrider,Nordkapp power boats,new boat from stock,2017,6.06,2.2,GRP,109,EUR,23640,Germany, Grevenbroich
25500,Sport Boat,Regal power boats,"Used boat,Unleaded",2001,5.78,2.5,GRP,483,CHF,25755,Switzerland, Lake of Zurich 
23530,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,4.54,1.85,GRP,84,EUR,23530,Germany, Baden-WÃ¼rttemberg 
23500,Trawler,Cascaruda power boats,Diesel,1982,9.3,3,Steel,164,EUR,23500,Germany, Potsdam
25000,Pilothouse,Nidelv power boats,"Used boat,Diesel",1988,8.66,3.04,GRP,507,CHF,25250,Switzerland, Neuenburgersee 
25000,Sport Boat,Windy power boats,"Used boat,Unleaded",1997,7.85,2.54,GRP,771,CHF,25250,Switzerland, Altendorf
25000,Sport Boat,Wellcraft power boats,Used boat,1992,8.35,2.5,GRP,420,CHF,25250,Switzerland, Lake of Zurich 
25000,Classic,Schneiter power boats,Used boat,1965,6,1.9,Wood,284,CHF,25250,Switzerland, Thunersee 
25000,Fishing Boat,The Captains power boats,new boat on order,2020,6.6,1.85,GRP,888,CHF,25250,Switzerland, Lake Constance 
23290,Deck Boat,AMT power boats,new boat from stock,2019,5.6,2.25,GRP,84,EUR,23290,Germany, auf Anfrage
24900,Offshore Boat,Bruno Abbate power boats,"Used boat,Unleaded",1995,9.25,2.65,GRP,273,CHF,25149,Switzerland, Murtensee 
25990,Sport Boat,Faeton power boats,"Used boat,Unleaded",2006,7.3,2.75,GRP,485,CHF,26249.9,Switzerland, Lago Maggiore 
26000,Cabin Boat,Nidelv power boats,"Used boat,Unleaded",1995,7.5,2.5,GRP,607,CHF,26260,Switzerland, Neuenburgersee 
26000,Sport Boat,Windy power boats,"Used boat,Unleaded",1990,7.55,2.51,GRP,187,CHF,26260,Switzerland, Luganersee 
25950,Fishing Boat,ERC power boats,new boat from stock,2020,5.3,2,GRP,198,CHF,26209.5,Switzerland, Lago Maggiore 
24000,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2005,7.2,2.53,PVC,99,EUR,24000,France," PORNICHET, PORNICHET"
24000,Motor Yacht,Marex power boats,"Used boat,Diesel",1984,7.68,2.78,GRP,90,EUR,24000,Germany, INFO DD-YACHTING ?-STERREICH
24000,Pilothouse,Bayliner power boats,"Used boat,Unleaded",2006,7.26,2.59,PVC,87,EUR,24000,France," COGOLIN, Les Marines de Cogolin"
24000,"Classic,Pontoon Boat",Piantoni power boats,"Used boat,Unleaded",1968,5.65,2.05,Wood,143,EUR,24000,Italy, Lago Maggiore 
24000,Pontoon Boat,Sciallino power boats,"Used boat,Diesel",1987,7.5,2.45,GRP,87,EUR,24000,Italy, Lazio 
24900,"Classic,Motor Yacht",Storebro power boats,"Used boat,Unleaded",1961,7.25,2.25,Wood,199,EUR,24900,Germany, Werder (Havel)
24900,Motor Yacht,IMP Boats power boats,"Used boat,Unleaded",1990,8,2.5,GRP,84,EUR,24900,Germany, Koblenz NÃ¤he 
24900,Sport Boat,Viko power boats,"Used boat,Unleaded",2017,6.1,2.5,GRP,138,EUR,24900,Germany, Hamburg 
24900,Pontoon Boat,Cantieri Nautici Ferrario power boats,new boat from stock,2018,6.5,2.4,GRP,110,EUR,24900,Italy, Dormelletto 
24900,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2019,6.05,2.42,GRP,69,EUR,24900,Italy, Dormelletto 
24900,Cabin Boat,Formula power boats,"Used boat,Unleaded",1995,8.61,2.9,GRP,93,EUR,24900,Spain, Mallorca 
24900,Water ski,Correct Craft power boats,"Used boat,Unleaded",1995,5,2,GRP,260,EUR,24900,Germany, Baden-WÃ¼rttemberg 
24900,Motor Yacht,Bella power boats,Used boat,2008,6.5,2.42,GRP,119,EUR,24900,Croatia , In verkoophaven
24900,"Motor Yacht,Sport Boat,Trawler",Sea Ray power boats,"Used boat,Unleaded",1996,8.9,2.9,GRP,605,EUR,24900,Italy, Toscana 
24900,Sport Boat,Faeton power boats,"Used boat,Unleaded",2002,7.39,2.66,GRP,100,EUR,24900,Germany, LAMPERTHEIM
24900,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2007,7.07,2.78,PVC,161,EUR,24900,France," Pornic, France"
24900,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,6.05,2.42,GRP,48,EUR,24900,Switzerland, Locarno 
25000,Sport Boat,Gobbi power boats,"Used boat,Unleaded",1998,7.5,2.5,GRP,100,EUR,25000,Italy, Mar Tirreno
25000,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2007,6.66,2.64,PVC,103,EUR,25000,France," LA FORET FOUESNANT, France"
25000,Bowrider,Glastron power boats,"Used boat,Unleaded",2007,6,2,PVC,287,EUR,25000,Portugal," Parchal, Portugal"
25000,Flybridge,Dellapasqua power boats,"Used boat,Unleaded",1996,8.22,2.99,GRP,169,EUR,25000,Italy, Lazio 
25000,Sport Boat,Colombo power boats,"Used boat,Unleaded",1986,6.4,2.2,GRP,181,EUR,25000,Italy," Lombardy, Soiano del Lago"
25000,Sport Boat,Saver power boats,Used boat,2001,7.45,2.64,GRP,94,EUR,25000,Italy, Toscana 
25000,Cabin Boat,Scand power boats,Used boat,1983,7.62,2.8,GRP,160,EUR,25000,Netherlands, onbekend
25000,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2006,7.65,2.5,GRP,271,EUR,25000,Italy, Liguria 
25000,Launch,Campion power boats,"Used boat,Unleaded",2001,7.38,2.62,GRP,170,EUR,25000,Spain, Alicante
25000,Flybridge,Raffaelli power boats,"Used boat,Diesel",1979,10.6,3.6,GRP,231,EUR,25000,Italy, Mar Ligure
28000,"Cabin Boat,Motor Yacht",Sea Ray power boats,"Used boat,Unleaded",1996,8.05,2.59,Plastic,1136,CHF,28280,Switzerland, Lake of Zurich 
25900,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",1995,8.05,2.59,GRP,278,EUR,25900,Germany, Nordrhein-Westfalen 
25900,Fishing Boat,Trophy power boats,"Used boat,Unleaded",2008,7.14,2.57,GRP,195,EUR,25900,Slovenia , Ljubljana
25900,Center console boat,Bayliner power boats,"new boat from stock,Unleaded",2018,6,2,PVC,80,EUR,25900,France," Rixheim, France"
25900,Motor Yacht,Fairline power boats,"Used boat,Diesel",1981,9.9,9.9,GRP,140,EUR,25900,Germany, ?-STERREICH INFO DD-YACHTING
25900,Sport Boat,Sunseeker power boats,"Used boat,Unleaded",1987,8.26,2.57,GRP,321,EUR,25900,Germany, Baden-WÃ¼rttemberg 
25900,Sport Boat,Regal power boats,"Used boat,Unleaded",2007,6.7,2.5,PVC,165,EUR,25900,France," CAP D'AGDE, France"
25900,Motor Yacht,Draco power boats,"Used boat,Diesel",1991,6.77,2.28,GRP,187,EUR,25900,Germany, Flensburger FÃ¶rde 
25900,Cabin Boat,Chaparral power boats,"Used boat,Unleaded",1995,7.6,2.59,GRP,217,EUR,25900,Germany, Bayern 
26800,Pontoon Boat,Saver power boats,new boat from stock,2020,6.6,2.45,GRP,94,EUR,26800,Italy, Friuli Venezia Giulia 
28900,Pilothouse,Drago Boats power boats,"new boat from stock,Unleaded",2017,5.1,2.13,GRP,138,CHF,29189,Switzerland, Bouveret
28900,Center console boat,Morningstar power boats,"new boat from stock,Unleaded",2019,4.98,2,Aluminium,173,CHF,29189,Switzerland, VierwaldstÃ¤ttersee 
28900,Water ski,Nautique power boats,"Used boat,Unleaded",1996,2.32,5.6,GRP,205,CHF,29189,Switzerland, VierwaldstÃ¤ttersee 
28900,Center console boat,Morningstar power boats,new boat from stock,2019,5,2,Aluminium,158,CHF,29189,Switzerland, VierwaldstÃ¤ttersee 
28900,Cabin Boat,Galaxy power boats,"Used boat,Unleaded",1990,8.1,2.45,GRP,654,CHF,29189,Switzerland, Lake Constance 
26700,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,6.5,2.4,GRP,97,EUR,26700,Italy, Dormelletto 
26700,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,6.5,2.4,GRP,137,EUR,26700,Switzerland, Zurigo 
26620,Deck Boat,Sessa power boats,new boat from stock,2020,6.1,2.33,GRP,224,EUR,26620,Italy, Toscana 
28500,Bowrider,Clear power boats,"Used boat,Unleaded",2014,6.15,2.2,GRP,549,CHF,28785,Switzerland, Uznach 
28700,Bowrider,Bella power boats,Display Model,2018,5.3,2.2,GRP,198,CHF,28987,Switzerland, VierwaldstÃ¤ttersee 
26537,Center console boat,Jeanneau power boats,new boat from stock,2020,6.77,2.48,GRP,55,EUR,26537,Germany, BÃ¶nningstedt
29500,Fishing Boat,Linder power boats,"new boat from stock,Unleaded",2020,4.6,1.85,Aluminium,191,CHF,29795,Switzerland, Bielersee 
29500,Cabin Boat,Carver power boats,"Used boat,Unleaded",1996,8.43,2.62,GRP,276,CHF,29795,Switzerland, Lake Geneva 
29500,Motor Yacht,Windy power boats,"Used boat,Unleaded",1989,9.1,3,GRP,457,CHF,29795,Switzerland, VierwaldstÃ¤ttersee 
29500,Hardtop,Bella power boats,"Used boat,Diesel",2002,6.3,2.25,Plastic,973,CHF,29795,Switzerland, Lake of Zurich 
27120,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.07,2.12,GRP,56,EUR,27120,Germany, Baden-WÃ¼rttemberg 
29200,Fishing Boat,Smartliner power boats,new boat from stock,2020,6.28,2.24,GRP,228,CHF,29492,Switzerland, Lake Geneva 
27000,Motor Yacht,Fairline power boats,"Used boat,Diesel",1981,9.8,3.3,GRP,128,EUR,27000,Germany, ?-STERREICH INFO DD-YACHTING
27000,Motor Yacht,Cranchi power boats,"Used boat,Unleaded",1992,9.5,3.29,GRP,120,EUR,27000,Italy, Toscana 
27900,Working Boat,Viking power boats,new boat from stock,2020,7.52,2.43,Aluminium,227,EUR,27900,Germany, Erftstadt
27900,Sport Boat,Sting power boats,new boat from stock,2016,6.08,2.37,GRP,111,EUR,27900,Germany, Grevenbroich
27900,Pilothouse,Marinello power boats,new boat from stock,2018,6.5,2.48,GRP,308,EUR,27900,Germany, Stadtprozelten
27900,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2019,6.05,2.4,GRP,41,EUR,27900,Italy, Dormelletto 
27900,Motor Yacht,Doral power boats,"Used boat,Unleaded",1991,8.25,2.89,GRP,131,EUR,27900,Netherlands, Raum Sneek
27900,Sport Boat,Sunseeker power boats,"Used boat,Diesel",1992,8.78,2.75,GRP,377,EUR,27900,Germany, Nordrhein-Westfalen 
27900,Cabin Boat,Bella power boats,"Used boat,Diesel",2007,7.05,2.47,GRP,294,EUR,27900,Germany, Niedersachsen 
29900,"Classic,Sport Boat,Water ski",Boesch power boats,"Used boat,Unleaded",1983,5.7,2.2,Wood,511,CHF,30199,Switzerland, Lake Constance 
29900,Offshore Boat,Seebold power boats,"Used boat,Unleaded",1992,7.75,2.48,GRP,359,CHF,30199,Switzerland, Faoug 
31000,Sport Boat,Nidelv power boats,"Used boat,Diesel",2001,6.1,2.3,GRP,385,CHF,31310,Switzerland, Lake Geneva 
28546,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2020,6.43,2.5,PVC,27,EUR,28546,France," La Rochelle, France"
28500,Working Boat,Viking power boats,new boat from stock,2020,7.65,2.48,Aluminium,252,EUR,28500,Germany, Erftstadt
28500,Sport Boat,ManÃ² power boats,"Used boat,Unleaded",2005,9.2,3,GRP,81,EUR,28500,Italy, Venezia
28500,Deck Boat,Marinello power boats,"Used boat,Unleaded",2012,5.8,2.29,GRP,93,EUR,28500,Germany, Stadtprozelten 
28500,Sport Boat,Cranchi power boats,"Used boat,Unleaded",1992,9,3,GRP,143,EUR,28500,Croatia , Istra
28500,Motor Yacht,Larson power boats,"Used boat,Unleaded",1998,8.83,3.04,GRP,241,EUR,28500,Germany, MÃ¼ritz 
29000,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2018,6.75,2.54,GRP,161,EUR,29000,Italy, Friuli Venezia Giulia 
29000,Pontoon Boat,Seaswirl power boats,"Used boat,Diesel",2010,7,2.55,GRP,194,EUR,29000,Italy, Friuli Venezia Giulia 
29000,Cabin Boat,Bella power boats,"Used boat,Diesel",2005,7.05,2.47,GRP,196,EUR,29000,Netherlands, Uitgeest
29000,Sport Boat,Cobalt power boats,"Used boat,Unleaded",2001,6.86,2.59,GRP,119,EUR,29000,Italy," Lombardy, Soiano del Lago"
29000,Cabin Boat,Apreamare power boats,"Used boat,Diesel",1993,8.05,2.85,GRP,205,EUR,29000,Italy, Mar Tirreno
29000,Sport Boat,Cranchi power boats,"Used boat,Unleaded",2000,7.57,2.59,GRP,64,EUR,29000,Italy," Lombardy, Como"
29000,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",1990,9.2,3.25,GRP,233,EUR,29000,Italy, Veneto 
29000,Pilothouse,Polar Boats power boats,"Used boat,Diesel",1987,8.77,3.18,GRP,199,EUR,29000,Germany, Baden-WÃ¼rttemberg 
29000,Pilothouse,Faeton power boats,"Used boat,Unleaded",2000,7.9,2.8,PVC,87,EUR,29000,Spain, Mallorca 
29000,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2009,7.01,2.5,PVC,393,EUR,29000,Belgium ," Nieuwpoort, Belgique"
29900,Sport Boat,Boston Whaler power boats,"Used boat,Unleaded",1992,7.85,2.47,PVC,100,EUR,29900,France," MARSEILLE, France"
29900,Cabin Boat,Skarpnes power boats,Used boat,1984,9.1,3.3,GRP,94,EUR,29900,Netherlands, In verkoophaven
29900,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1987,8.23,3.05,GRP,90,EUR,29900,Germany, Ostsee 
29800,Sport Boat,Saver power boats,"Display Model,Unleaded",2019,5.6,2.23,GRP,87,EUR,29800,Germany, Gersthofen
29800,Bowrider,Jeanneau power boats,"Used boat,Unleaded",2018,5.21,2.36,PVC,46,EUR,29800,France," Marseille, France"
29800,Sport Boat,Nidelv power boats,"Used boat,Unleaded",2005,6.26,2.3,GRP,622,EUR,29800,Germany, Hamburg 
29650,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,5.07,2.12,GRP,102,EUR,29650,Germany, Baden-WÃ¼rttemberg 
32000,Sport Boat,Ranieri power boats,"Used boat,Unleaded",2018,5.65,2.2,GRP,288,CHF,32320,Switzerland, VierwaldstÃ¤ttersee 
220000,Motor Yacht,Regal power boats,"Used boat,Unleaded",1999,8.75,2.85,GRP,382,DKK,28600,Denmark, kolding
29500,Sport Boat,Rancraft power boats,"Used boat,Unleaded",2001,7.5,2.59,GRP,146,EUR,29500,Belgium , North Sea
30000,Classic,Storebro power boats,"Used boat,Unleaded",1954,7.5,2.4,Wood,87,EUR,30000,Germany, Bayern 
30000,Cabin Boat,Crownline power boats,"Used boat,Unleaded",1995,8.13,2.5,GRP,677,EUR,30000,Germany, Lake Constance 
30000,"Classic,Sport Boat",Ilver power boats,"Used boat,Unleaded",1978,7.8,2.67,GRP,313,EUR,30000,Netherlands, Utrecht 
30000,Motor Yacht,Blohm + Voss power boats,"Used boat,Unleaded",1970,10,3.25,GRP,324,EUR,30000,Germany, MÃ¼ritz 
30000,Sport Boat,Arvor power boats,"Used boat,Diesel",2008,7,2,GRP,87,EUR,30000,Croatia , Istra
30000,Sport Boat,Quicksilver power boats,"Used boat,Unleaded",2001,9.4,2.96,PVC,122,EUR,30000,France," FORET-FOUESNANT, France"
30000,Cabin Boat,Jeanneau power boats,"Used boat,Unleaded",2002,9,3,GRP,234,EUR,30000,Italy, Veneto 
30000,Pontoon Boat,Acroplast power boats,"Used boat,Electric",2015,7.8,2.5,GRP,137,EUR,30000,France, RhÃ´ne-Alpes 
30000,Motor Yacht,Wellcraft power boats,"Used boat,Diesel",1991,10.2,3.5,GRP,162,EUR,30000,Italy, Toscana 
30900,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,5.5,2.34,PVC,69,EUR,30900,France," PORNICHET, PORNICHET"
30900,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",1979,10,3.5,GRP,167,EUR,30900,Germany, Nordrhein-Westfalen
30825,Bowrider,Parker power boats,"new boat from stock,Unleaded",2019,6.05,2.25,GRP,65,EUR,30825,Germany, Nordrhein-Westfalen 
30820,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.07,2.12,GRP,62,EUR,30820,Germany, Baden-WÃ¼rttemberg 
30810,Motor Yacht,Parker power boats,"new boat from stock,Unleaded",2019,6.05,2.25,GRP,71,EUR,30810,Germany, Nordrhein-Westfalen 
33000,Cabin Boat,Hollandia power boats,"Used boat,Diesel",1991,10.3,3.3,Steel,576,CHF,33330,Switzerland, Neuenburgersee 
27995,Hardtop,Hardy Marine power boats,"Used boat,Diesel",1996,8.38,3.2,PVC,131,Â£ ,27995,Spain," Ametlla De Mar, Ametlla De Mar"
30699,Bowrider,Bayliner power boats,"new boat on order,Unleaded",2020,5.7,2.26,GRP,136,EUR,30699,Germany, Kiel
33000,Motor Yacht,Regal power boats,"Used boat,Unleaded",1989,8.5,2.55,GRP,1033,CHF,33330,Switzerland, Altenrhein
32730,Fishing Boat,FÃ¼llemann power boats,new boat from stock,2018,6.03,1.9,GRP,164,CHF,33057.3,Switzerland, Lake Constance 
32000,Sport Boat,Gobbi power boats,Unleaded,1996,8.73,2.98,GRP,64,EUR,32000,Germany, Zadar
32000,Sport Boat,Bayliner power boats,"Used boat,Diesel",1995,7,2.59,Carbon Fiber,150,EUR,32000,Spain, Costa Norte (Galicia) 
34500,Cabin Boat,Bella power boats,Used boat,2005,6.5,2.42,GRP,535,CHF,34845,Switzerland, Luganersee 
31900,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2000,9,2,GRP,295,EUR,31900,Croatia , Istra
31900,Sport Boat,Cobalt power boats,"Used boat,Unleaded",1999,7.62,2.59,GRP,146,EUR,31900,Germany, Bayern 
31900,Sport Boat,Larson power boats,"Used boat,Unleaded",2001,6.7,2.5,Plastic,225,EUR,31900,Germany, Rheinland-Pfalz 
31830,Bowrider,Galia power boats,"new boat from stock,Unleaded",2019,5.2,2.1,GRP,166,EUR,31830,Switzerland, VierwaldstÃ¤ttersee 
29000,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2002,6.99,2.76,PVC,105,Â£ ,29000,United Kingdom," LARGS, Royaume Uni"
34340,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.12,2.4,GRP,158,CHF,34683.4,Switzerland, Neuenburgersee 
34000,Sport Boat,Ilver power boats,"Used boat,Unleaded",1984,10.8,3.1,GRP,280,CHF,34340,Switzerland, Steinach
32500,Trawler,Pedro power boats,Used boat,1982,8.6,2.8,Steel,146,EUR,32500,Netherlands, In verkoophaven
32500,Pontoon Boat,Cantieri Nautici Ferrario power boats,"new boat from stock,Unleaded",2019,6.5,2.4,GRP,36,EUR,32500,Italy, Dormelletto
32500,Cabin Boat,Coverline power boats,"Used boat,Diesel",2006,7.6,2.5,GRP,175,EUR,32500,Germany, Bayern 
